profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Hombre,23,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Data Scientist / Data Engineer,135000,100000,,3,2,De uno a tres sueldos,Performance de la compañía,Dos,54,7,Heterosexual,No,501-1000,Producto basado en Software,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)","MercadoLibre, Rappi (ya eran re remotos de antes), ASAPP (si te toman), Mantika"
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño Multimedial,Universidad Maimónides,Developer,148000,10000,,4,3,Menos de un sueldo,Performance individual,Uno,15,4,Homosexual,,201-500,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,ORT,Data Scientist / Data Engineer,100000,75000,,2,4,No,No recibo bono,Dos,50,5,Heterosexual,No,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Bioingeniería,ITBA - Instituto Tecnológico de Buenos Aires,Developer,42500,38000,,2,1,No,No recibo bono,Uno,20,3,Heterosexual,,101-200,Otras industrias,Horarios flexibles,
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Diseño web,Escuela Da Vinci,Developer,95000,88000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Producto basado en Software,Horarios flexibles,
Hombre,40,Argentina,Mendoza,Universitario,Completado,Ingeniería en Informática,Universidad de Mendoza,Developer,315000,252000,Mi sueldo está dolarizado,4,4,Un sueldo,Mix de las anteriores,No,0,0,Heterosexual,,01-Oct,Otras industrias,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Developer,41000,34000,,3,1,No,No recibo bono,Uno,17,7,Heterosexual,,51-100,Producto basado en Software,Horarios flexibles,"Mulesoft, Mercado Libre, Jampp"
Hombre,33,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Developer,145000,138000,,3,4,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Horarios flexibles",Las que pagan en dólares
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Developer,345000,200000,Mi sueldo está dolarizado,3,3,De uno a tres sueldos,Performance individual,No,0,0,,,51-100,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos","ASAPP, Medallia, Wildlife Studios, Auth0, Mulesoft, Jampp"
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Project Manager,200000,158000,,3,3,No,No recibo bono,Uno,20,1,Heterosexual,No,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados",
Mujer,26,Argentina,GBA,Terciario,Incompleto,Tecnicatura en Sistemas,ITS 18,BI Analyst / Data Analyst,43000,36900,,1,1,No,No recibo bono,No,0,0,Pansexual ,,Nov-50,Producto basado en Software,Ninguna de las anteriores,
Hombre,52,Argentina,Chubut,Universitario,Completado,Ingeniería en Informática,FASTA,Architect,170,130,,3,3,No,No recibo bono,Uno,10,2,Heterosexual,,2001-5000,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado",
Mujer,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Diseño Gráfico,Universidad alejandro humboldt,Product Manager,116000,87000,,3,2,No,No recibo bono,No,0,0,¿Qué les importa?,,101-200,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)","Mercadopago, Mercadolibre, Uala, Santander Tecnologia, "
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UTH - Universidad Tecnológica de la Habana,Developer,115000,90000,,3,2,Un sueldo,Performance de la compañía,No,0,1,Heterosexual,No,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos","Redbee, Almunco, Uala, Sondeos"
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Developer,69000,65000,,3,2,No,No recibo bono,Uno,25.76,1,Heterosexual,,101-200,Producto basado en Software,Ninguna de las anteriores,
Hombre,28,Argentina,GBA,Posgrado,En curso,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Infosec,98000,74000,,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,10,3,Heterosexual,,2001-5000,Otras industrias,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Viáticos","Mercadolibre, Uala"
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Developer,102000,79000,,3,3,No,No recibo bono,No,0,1,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,190000,130000,,3,2,De uno a tres sueldos,Performance de la compañía,Uno,36,3,Heterosexual,,1001-2000,Producto basado en Software,"Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Mercado Libre, Medallia, Mulesoft, Despegar, Etermax, Wildlife"
Hombre,24,Argentina,Entre Ríos,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,120000,100000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,¿Qué les importa?,No,01-Oct,Producto basado en Software,Ninguna de las anteriores,
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,QA / Tester,60000,49800,,3,3,No,No recibo bono,No,0,0,Bisexual o queer,,10001+,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles","GLOBANT, BAUFEST"
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Architect,340000,220000,,2,4,De uno a tres sueldos,Mix de las anteriores,Dos,20,2,Heterosexual,No,10001+,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,32,Argentina,GBA,Terciario,Incompleto,Analista de Sistemas,UADE - Universidad Argentina De la Empresa,HelpDesk,50000,43500,,3,2,No,No recibo bono,Uno,39,1,Heterosexual,No,101-200,Otras industrias,"Abono de celular, Estacionamiento gratuito / subvencionado, Horarios flexibles",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,118000,88975,,2,1,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,No,5001-10000,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas",
Hombre,28,Argentina,Santa Fe,Universitario,Incompleto,Ingeniería en Computación,UADER - Universidad Autónoma de Entre Ríos,Developer,62500,62500,,4,4,Menos de un sueldo,Performance individual,No,0,0,Heterosexual,No,01-Oct,Producto basado en Software,Ninguna de las anteriores,
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Manager / Director,292000,216000,,3,3,3+ sueldos,Performance de la compañía,Uno,23,7,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Argentina,Córdoba,Secundario,Completado,,,Developer,54000,48000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Producto basado en Software,Capacitaciones y/o cursos,"Mercado Libre, Mcafee, Globant"
Mujer,30,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Maestria en Seguridad Informatica,UBA - Universidad de Buenos Aires,Infosec,130000,97000,Mi sueldo está dolarizado,3,2,No,No recibo bono,No,0,0,Heterosexual,No,2001-5000,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida",La mia
Hombre,34,Argentina,Corrientes,Posgrado,En curso,Licenciatura en Sistemas de Información,UNNE Universidad Nacional del Nordeste,Developer,80000,60000,,3,3,No,No recibo bono,No,0,3,Heterosexual,,101-200,Producto basado en Software,"Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Argentina,Santa Fe,Secundario,Completado,ninguno,UNR - Universidad Nacional de Rosario,Architect,177000,120000,,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,6,Heterosexual,,501-1000,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Ingeniería en Computación,UTN - Universidad Tecnológica Nacional,AV Technical Leader - Support,80300,72000,,2,2,No,No recibo bono,No,0,0,Heterosexual,No,201-500,Producto basado en Software,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",facebook
Mujer,38,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Developer,112000,90000,,3,3,No,No recibo bono,Dos,15,5,Heterosexual,,10001+,Servicios / Consultoría de Software / Digital,"Clases de gimnasia online, Clases de idiomas, Horarios flexibles, home office",indra
Hombre,37,Argentina,Neuquén,Universitario,Incompleto,Analista de Computación,UNCOMA - Universidad Nacional del Comahue,Networking,53800,45000,,2,2,No,No recibo bono,Uno,29,1,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles, Prepaga a cargo del empleador.",
Hombre,45,Argentina,Santa Fe,Universitario,Completado,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Manager / Director,190000,120000,,3,2,Un sueldo,Performance de la compañía,Uno,10,3,Heterosexual,,2001-5000,Otras industrias,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,52,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Sales / Pre-Sales,280,200000,Mi sueldo está dolarizado,2,3,Menos de un sueldo,Performance individual,No,0,0,Heterosexual,,Nov-50,Otras industrias,"Abono de celular, Estacionamiento gratuito / subvencionado",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,Developer,128000,95000,,3,3,Un sueldo,Performance de la compañía,Dos,25,7,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Technical Lead Devops,500000,320000,,4,4,No,No recibo bono,Más de tres,60,7,¿Qué les importa?,,501-1000,Producto basado en Software,Ninguna de las anteriores,
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,108000,83000,,4,3,Menos de un sueldo,Mix de las anteriores,Uno,27,3,Heterosexual,,501-1000,Otras industrias,"Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,51,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,55000,38000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,5001-10000,Otras industrias,Ninguna de las anteriores,
Mujer,40,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,BI Analyst / Data Analyst,135000,105000,,3,1,De uno a tres sueldos,Mix de las anteriores,No,0,0,Homosexual,,2001-5000,Otras industrias,Horarios flexibles,
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Gestión de Sistemas y Negocios.,UCAECE - Centro de Altos Estudios en Ciencias Exactas,SysAdmin / DevOps / SRE,172600,122000,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,25,6,Heterosexual,,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,31,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,Project Manager,100000,80000,,3,3,No,No recibo bono,Dos,8,7,Heterosexual,Sí,101-200,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Ninguna me gusta. Todas tienen demasiadas horas extra
Mujer,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Comunicación,USAL - Universidad del Salvador,BI Analyst / Data Analyst,68600,56900,,3,2,Un sueldo,Performance individual,Uno,12,6,Heterosexual,,Nov-50,Otras industrias,"Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Gestión de Sistemas y Negocios.,UCAECE - Centro de Altos Estudios en Ciencias Exactas,SysAdmin / DevOps / SRE,172600,122000,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,25,6,Heterosexual,,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
